Date,Flow,Flag
6/21/1992,118,A
6/22/1992,109,A
6/23/1992,101,A
6/24/1992,97,A
6/25/1992,90,A
6/26/1992,92,A
6/27/1992,94,A
6/28/1992,90,A
6/29/1992,84,A
6/30/1992,79,A
7/1/1992,76,A
7/2/1992,76,A
7/3/1992,75,A
7/4/1992,76,A
7/5/1992,76,A
7/6/1992,74,A
7/7/1992,73,A
7/8/1992,82,A
7/9/1992,90,A
7/10/1992,82,A
7/11/1992,83,A
7/12/1992,89,A
7/13/1992,101,A
7/14/1992,96,A
7/15/1992,116,A
7/16/1992,112,A
7/17/1992,100,A
7/18/1992,95,A
7/19/1992,94,A
7/20/1992,88,A
7/21/1992,71,A
7/22/1992,70,A
7/23/1992,74,A
7/24/1992,76,A
7/25/1992,94,A
7/26/1992,80,A
7/27/1992,77,A
7/28/1992,72,A
7/29/1992,70,A
7/30/1992,71,A
7/31/1992,70,A
8/1/1992,66,A
8/2/1992,65,A
8/3/1992,73,A
8/4/1992,94,A
8/5/1992,93,A
8/6/1992,93,A
8/7/1992,100,A
8/8/1992,100,A
8/9/1992,99,A
8/10/1992,100,A
8/11/1992,98,A
8/12/1992,99,A
8/13/1992,102,A
8/14/1992,105,A
8/15/1992,71,A
8/16/1992,69,A
8/17/1992,75,A
8/18/1992,76,A
8/19/1992,73,A
8/20/1992,69,A
8/21/1992,69,A
8/22/1992,72,A
8/23/1992,87,A
8/24/1992,86,A
8/25/1992,89,A
8/26/1992,89,A
8/27/1992,80,A
8/28/1992,84,A
8/29/1992,82,A
8/30/1992,81,A
8/31/1992,92,A
9/1/1992,124,A
9/2/1992,126,A
9/3/1992,122,A
9/4/1992,126,A
9/5/1992,130,A
9/6/1992,122,A
9/7/1992,124,A
9/8/1992,117,A
9/9/1992,111,A
9/10/1992,102,A
9/11/1992,102,A
9/12/1992,100,A
9/13/1992,101,A
9/14/1992,99,A
9/15/1992,100,A
9/16/1992,99,A
9/17/1992,99,A
9/18/1992,95,A
9/19/1992,81,A
9/20/1992,115,A
9/21/1992,101,A
9/22/1992,91,A
9/23/1992,89,A
9/24/1992,87,A
9/25/1992,90,A
9/26/1992,90,A
9/27/1992,95,A
9/28/1992,96,A
9/29/1992,95,A
9/30/1992,96,A
10/1/1992,106,A
10/2/1992,118,A
10/3/1992,100,A
10/4/1992,99,A
10/5/1992,99,A
10/6/1992,102,A
10/7/1992,100,A
10/8/1992,106,A
10/9/1992,115,A
10/10/1992,116,A
10/11/1992,116,A
10/12/1992,115,A
10/13/1992,114,A
10/14/1992,117,A
10/15/1992,117,A
10/16/1992,113,A
10/17/1992,113,A
10/18/1992,111,A
10/19/1992,113,A
10/20/1992,109,A
10/21/1992,109,A
10/22/1992,108,A
10/23/1992,108,A
10/24/1992,110,A
10/25/1992,117,A
10/26/1992,133,A
10/27/1992,118,A
10/28/1992,115,A
10/29/1992,123,A
10/30/1992,117,A
10/31/1992,256,A
11/1/1992,146,A
11/2/1992,174,A
11/3/1992,143,A
11/4/1992,116,A
11/5/1992,118,A
11/6/1992,120,A
11/7/1992,118,A
11/8/1992,119,A
11/9/1992,119,A
11/10/1992,122,A
11/11/1992,124,A
11/12/1992,110,A
11/13/1992,118,A
11/14/1992,120,A
11/15/1992,126,A
11/16/1992,130,A
11/17/1992,133,A
11/18/1992,134,A
11/19/1992,136,A
11/20/1992,152,A
11/21/1992,139,A
11/22/1992,120,A
11/23/1992,131,A
11/24/1992,120,A
11/25/1992,110,A
11/26/1992,105,A
11/27/1992,115,A
11/28/1992,125,A
11/29/1992,114,A
11/30/1992,104,A
12/1/1992,111,A
12/2/1992,107,A
12/3/1992,108,A
12/4/1992,109,A
12/5/1992,111,A
12/6/1992,105,A
12/7/1992,100,A
12/8/1992,100,A
12/9/1992,100,A
12/10/1992,105,A
12/11/1992,105,A
12/12/1992,105,A
12/13/1992,105,A
12/14/1992,105,A
12/15/1992,100,A
12/16/1992,100,A
12/17/1992,100,A
12/18/1992,100,A
12/19/1992,100,A
12/20/1992,100,A
12/21/1992,97,A
12/22/1992,97,A
12/23/1992,88,A
12/24/1992,92,A
12/25/1992,96,A
12/26/1992,96,A
12/27/1992,90,A
12/28/1992,85,A
12/29/1992,80,A
12/30/1992,75,A
12/31/1992,80,A
1/1/1993,85,A
1/2/1993,85,A
1/3/1993,85,A
1/4/1993,90,A
1/5/1993,90,A
1/6/1993,90,A
1/7/1993,85,A
1/8/1993,85,A
1/9/1993,90,A
1/10/1993,93,A
1/11/1993,94,A
1/12/1993,85,A
1/13/1993,88,A
1/14/1993,91,A
1/15/1993,87,A
1/16/1993,86,A
1/17/1993,89,A
1/18/1993,91,A
1/19/1993,92,A
1/20/1993,94,A
1/21/1993,93,A
1/22/1993,98,A
1/23/1993,100,A
1/24/1993,86,A
1/25/1993,94,A
1/26/1993,99,A
1/27/1993,101,A
1/28/1993,98,A
1/29/1993,94,A
1/30/1993,89,A
1/31/1993,87,A
2/1/1993,89,A
2/2/1993,90,A
2/3/1993,86,A
2/4/1993,80,A
2/5/1993,73,A
2/6/1993,76,A
2/7/1993,85,A
2/8/1993,87,A
2/9/1993,111,A
2/10/1993,114,A
2/11/1993,99,A
2/12/1993,92,A
2/13/1993,79,A
2/14/1993,71,A
2/15/1993,80,A
2/16/1993,80,A
2/17/1993,82,A
2/18/1993,75,A
2/19/1993,146,A
2/20/1993,342,A
2/21/1993,121,A
2/22/1993,82,A
2/23/1993,86,A
2/24/1993,94,A
2/25/1993,99,A
2/26/1993,92,A
2/27/1993,80,A
2/28/1993,82,A
3/1/1993,82,A
3/2/1993,79,A
3/3/1993,77,A
3/4/1993,73,A
3/5/1993,79,A
3/6/1993,84,A
3/7/1993,87,A
3/8/1993,105,A
3/9/1993,113,A
3/10/1993,121,A
3/11/1993,134,A
3/12/1993,103,A
3/13/1993,81,A
3/14/1993,94,A
3/15/1993,117,A
3/16/1993,119,A
3/17/1993,110,A
3/18/1993,132,A
3/19/1993,140,A
3/20/1993,145,A
3/21/1993,150,A
3/22/1993,150,A
3/23/1993,160,A
3/24/1993,170,A
3/25/1993,180,A
3/26/1993,199,A
3/27/1993,231,A
3/28/1993,382,A
3/29/1993,311,A
3/30/1993,291,A
3/31/1993,203,A
4/1/1993,182,A
4/2/1993,295,A
4/3/1993,241,A
4/4/1993,207,A
4/5/1993,216,A
4/6/1993,291,A
4/7/1993,255,A
4/8/1993,178,A
4/9/1993,176,A
4/10/1993,192,A
4/11/1993,197,A
4/12/1993,239,A
4/13/1993,252,A
4/14/1993,224,A
4/15/1993,196,A
4/16/1993,194,A
4/17/1993,196,A
4/18/1993,232,A
4/19/1993,298,A
4/20/1993,255,A
4/21/1993,279,A
4/22/1993,432,A
4/23/1993,678,A
4/24/1993,822,A
4/25/1993,492,A
4/26/1993,533,A
4/27/1993,750,A
4/28/1993,1000,A
4/29/1993,1040,A
4/30/1993,1030,A
5/1/1993,760,A
5/2/1993,756,A
5/3/1993,833,A
5/4/1993,1090,A
5/5/1993,1110,A
5/6/1993,718,A
5/7/1993,747,A
5/8/1993,749,A
5/9/1993,527,A
5/10/1993,490,A
5/11/1993,707,A
5/12/1993,1050,A
5/13/1993,1420,A
5/14/1993,1710,A
5/15/1993,1700,A
5/16/1993,2200,A
5/17/1993,2450,A
5/18/1993,2260,A
5/19/1993,2030,A
5/20/1993,2020,A
5/21/1993,2260,A
5/22/1993,2580,A
5/23/1993,2320,A
5/24/1993,2310,A
5/25/1993,2110,A
5/26/1993,2260,A
5/27/1993,2550,A
5/28/1993,3020,A
5/29/1993,2680,A
5/30/1993,2530,A
5/31/1993,2550,A
6/1/1993,2600,A
6/2/1993,2390,A
6/3/1993,2220,A
6/4/1993,1630,A
6/5/1993,1420,A
6/6/1993,1580,A
6/7/1993,1680,A
6/8/1993,1250,A
6/9/1993,1020,A
6/10/1993,811,A
6/11/1993,723,A
6/12/1993,1020,A
6/13/1993,1470,A
6/14/1993,1700,A
6/15/1993,1830,A
6/16/1993,2030,A
6/17/1993,2170,A
6/18/1993,1450,A
6/19/1993,1240,A
6/20/1993,1280,A
6/21/1993,1280,A
6/22/1993,1200,A
6/23/1993,1030,A
6/24/1993,889,A
6/25/1993,733,A
6/26/1993,662,A
6/27/1993,617,A
6/28/1993,616,A
6/29/1993,564,A
6/30/1993,551,A
7/1/1993,478,A
7/2/1993,435,A
7/3/1993,411,A
7/4/1993,409,A
7/5/1993,423,A
7/6/1993,387,A
7/7/1993,318,A
7/8/1993,266,A
7/9/1993,241,A
7/10/1993,217,A
7/11/1993,202,A
7/12/1993,205,A
7/13/1993,192,A
7/14/1993,167,A
7/15/1993,155,A
7/16/1993,148,A
7/17/1993,138,A
7/18/1993,123,A
7/19/1993,120,A
7/20/1993,119,A
7/21/1993,113,A
7/22/1993,112,A
7/23/1993,118,A
7/24/1993,132,A
7/25/1993,131,A
7/26/1993,125,A
7/27/1993,117,A
7/28/1993,120,A
7/29/1993,116,A
7/30/1993,121,A
7/31/1993,113,A
8/1/1993,109,A
8/2/1993,107,A
8/3/1993,102,A
8/4/1993,102,A
8/5/1993,109,A
8/6/1993,110,A
8/7/1993,106,A
8/8/1993,141,A
8/9/1993,152,A
8/10/1993,128,A
8/11/1993,134,A
8/12/1993,129,A
8/13/1993,123,A
8/14/1993,122,A
8/15/1993,138,A
8/16/1993,123,A
8/17/1993,112,A
8/18/1993,109,A
8/19/1993,104,A
8/20/1993,106,A
8/21/1993,132,A
8/22/1993,211,A
8/23/1993,147,A
8/24/1993,138,A
8/25/1993,134,A
8/26/1993,167,A
8/27/1993,162,A
8/28/1993,157,A
8/29/1993,156,A
8/30/1993,153,A
8/31/1993,144,A
9/1/1993,148,A
9/2/1993,159,A
9/3/1993,160,A
9/4/1993,159,A
9/5/1993,160,A
9/6/1993,163,A
9/7/1993,165,A
9/8/1993,174,A
9/9/1993,160,A
9/10/1993,152,A
9/11/1993,151,A
9/12/1993,149,A
9/13/1993,198,A
9/14/1993,177,A
9/15/1993,173,A
9/16/1993,173,A
9/17/1993,172,A
9/18/1993,171,A
9/19/1993,190,A
9/20/1993,176,A
9/21/1993,166,A
9/22/1993,161,A
9/23/1993,159,A
9/24/1993,156,A
9/25/1993,155,A
9/26/1993,151,A
9/27/1993,146,A
9/28/1993,147,A
9/29/1993,146,A
9/30/1993,141,A
10/1/1993,141,A
10/2/1993,149,A
10/3/1993,147,A
10/4/1993,138,A
10/5/1993,138,A
10/6/1993,140,A
10/7/1993,163,A
10/8/1993,255,A
10/9/1993,258,A
10/10/1993,212,A
10/11/1993,186,A
10/12/1993,193,A
10/13/1993,184,A
10/14/1993,180,A
10/15/1993,180,A
10/16/1993,254,A
10/17/1993,275,A
10/18/1993,323,A
10/19/1993,257,A
10/20/1993,191,A
10/21/1993,179,A
10/22/1993,172,A
10/23/1993,166,A
10/24/1993,164,A
10/25/1993,164,A
10/26/1993,160,A
10/27/1993,153,A
10/28/1993,152,A
10/29/1993,152,A
10/30/1993,135,A
10/31/1993,136,A
11/1/1993,145,A
11/2/1993,132,A
11/3/1993,128,A
11/4/1993,135,A
11/5/1993,127,A
11/6/1993,116,A
11/7/1993,122,A
11/8/1993,116,A
11/9/1993,115,A
11/10/1993,117,A
11/11/1993,115,A
11/12/1993,117,A
11/13/1993,114,A
11/14/1993,110,A
11/15/1993,110,A
11/16/1993,109,A
11/17/1993,109,A
11/18/1993,110,A
11/19/1993,106,A
11/20/1993,102,A
11/21/1993,100,A
11/22/1993,103,A
11/23/1993,110,A
11/24/1993,110,A
11/25/1993,104,A
11/26/1993,100,A
11/27/1993,96,A
11/28/1993,91,A
11/29/1993,99,A
11/30/1993,100,A
12/1/1993,102,A
12/2/1993,107,A
12/3/1993,108,A
12/4/1993,107,A
12/5/1993,105,A
12/6/1993,102,A
12/7/1993,100,A
12/8/1993,100,A
12/9/1993,101,A
12/10/1993,101,A
12/11/1993,100,A
12/12/1993,100,A
12/13/1993,98,A
12/14/1993,95,A
12/15/1993,95,A
12/16/1993,94,A
12/17/1993,97,A
12/18/1993,97,A
12/19/1993,96,A
12/20/1993,96,A
12/21/1993,94,A
12/22/1993,92,A
12/23/1993,90,A
12/24/1993,89,A
12/25/1993,90,A
12/26/1993,92,A
12/27/1993,94,A
12/28/1993,92,A
12/29/1993,91,A
12/30/1993,90,A
12/31/1993,88,A
1/1/1994,95,A
1/2/1994,99,A
1/3/1994,99,A
1/4/1994,99,A
1/5/1994,100,A
1/6/1994,100,A
1/7/1994,99,A
1/8/1994,107,A
1/9/1994,114,A
1/10/1994,118,A
1/11/1994,98,A
1/12/1994,101,A
1/13/1994,107,A
1/14/1994,96,A
1/15/1994,97,A
1/16/1994,96,A
1/17/1994,94,A
1/18/1994,96,A
1/19/1994,98,A
1/20/1994,98,A
1/21/1994,95,A
1/22/1994,94,A
1/23/1994,94,A
1/24/1994,93,A
1/25/1994,91,A
1/26/1994,90,A
1/27/1994,86,A
1/28/1994,84,A
1/29/1994,78,A
1/30/1994,79,A
1/31/1994,80,A
2/1/1994,78,A
2/2/1994,80,A
2/3/1994,82,A
2/4/1994,84,A
2/5/1994,83,A
2/6/1994,82,A
2/7/1994,80,A
2/8/1994,80,A
2/9/1994,82,A
2/10/1994,83,A
2/11/1994,85,A
2/12/1994,83,A
2/13/1994,68,A
2/14/1994,74,A
2/15/1994,77,A
2/16/1994,80,A
2/17/1994,83,A
2/18/1994,85,A
2/19/1994,85,A
2/20/1994,83,A
2/21/1994,91,A
2/22/1994,95,A
2/23/1994,89,A
2/24/1994,88,A
2/25/1994,122,A
2/26/1994,164,A
2/27/1994,207,A
2/28/1994,201,A
3/1/1994,184,A
3/2/1994,172,A
3/3/1994,173,A
3/4/1994,174,A
3/5/1994,173,A
3/6/1994,171,A
3/7/1994,162,A
3/8/1994,152,A
3/9/1994,124,A
3/10/1994,125,A
3/11/1994,132,A
3/12/1994,127,A
3/13/1994,122,A
3/14/1994,126,A
3/15/1994,133,A
3/16/1994,140,A
3/17/1994,163,A
3/18/1994,148,A
3/19/1994,152,A
3/20/1994,189,A
3/21/1994,162,A
3/22/1994,152,A
3/23/1994,167,A
3/24/1994,152,A
3/25/1994,151,A
3/26/1994,138,A
3/27/1994,125,A
3/28/1994,106,A
3/29/1994,122,A
3/30/1994,101,A
3/31/1994,103,A
4/1/1994,108,A
4/2/1994,144,A
4/3/1994,147,A
4/4/1994,158,A
4/5/1994,155,A
4/6/1994,127,A
4/7/1994,126,A
4/8/1994,135,A
4/9/1994,129,A
4/10/1994,138,A
4/11/1994,142,A
4/12/1994,126,A
4/13/1994,135,A
4/14/1994,164,A
4/15/1994,184,A
4/16/1994,188,A
4/17/1994,234,A
4/18/1994,279,A
4/19/1994,292,A
4/20/1994,305,A
4/21/1994,329,A
4/22/1994,369,A
4/23/1994,410,A
4/24/1994,446,A
4/25/1994,432,A
4/26/1994,330,A
4/27/1994,258,A
4/28/1994,219,A
4/29/1994,204,A
4/30/1994,187,A
5/1/1994,180,A
5/2/1994,171,A
5/3/1994,177,A
5/4/1994,176,A
5/5/1994,199,A
5/6/1994,303,A
5/7/1994,397,A
5/8/1994,425,A
5/9/1994,429,A
5/10/1994,391,A
5/11/1994,388,A
5/12/1994,460,A
5/13/1994,495,A
5/14/1994,473,A
5/15/1994,477,A
5/16/1994,487,A
5/17/1994,610,A
5/18/1994,542,A
5/19/1994,465,A
5/20/1994,447,A
5/21/1994,309,A
5/22/1994,269,A
5/23/1994,306,A
5/24/1994,372,A
5/25/1994,374,A
5/26/1994,394,A
5/27/1994,428,A
5/28/1994,431,A
5/29/1994,500,A
5/30/1994,563,A
5/31/1994,576,A
6/1/1994,534,A
6/2/1994,451,A
6/3/1994,352,A
6/4/1994,308,A
6/5/1994,255,A
6/6/1994,213,A
6/7/1994,170,A
6/8/1994,148,A
6/9/1994,128,A
6/10/1994,120,A
6/11/1994,112,A
6/12/1994,106,A
6/13/1994,100,A
6/14/1994,93,A
6/15/1994,87,A
6/16/1994,87,A
6/17/1994,82,A
6/18/1994,86,A
6/19/1994,82,A
6/20/1994,90,A
6/21/1994,97,A
6/22/1994,151,A
6/23/1994,139,A
6/24/1994,116,A
6/25/1994,97,A
6/26/1994,84,A
6/27/1994,78,A
6/28/1994,75,A
6/29/1994,71,A
6/30/1994,72,A
7/1/1994,65,A
7/2/1994,65,A
7/3/1994,69,A
7/4/1994,73,A
7/5/1994,68,A
7/6/1994,66,A
7/7/1994,60,A
7/8/1994,59,A
7/9/1994,55,A
7/10/1994,54,A
7/11/1994,52,A
7/12/1994,53,A
7/13/1994,54,A
7/14/1994,54,A
7/15/1994,56,A
7/16/1994,55,A
7/17/1994,54,A
7/18/1994,54,A
7/19/1994,54,A
7/20/1994,52,A
7/21/1994,50,A
7/22/1994,49,A
7/23/1994,50,A
7/24/1994,50,A
7/25/1994,51,A
7/26/1994,47,A
7/27/1994,46,A
7/28/1994,49,A
7/29/1994,49,A
7/30/1994,51,A
7/31/1994,52,A
8/1/1994,52,A
8/2/1994,50,A
8/3/1994,49,A
8/4/1994,47,A
8/5/1994,47,A
8/6/1994,46,A
8/7/1994,45,A
8/8/1994,46,A
8/9/1994,61,A
8/10/1994,67,A
8/11/1994,60,A
8/12/1994,56,A
8/13/1994,55,A
8/14/1994,55,A
8/15/1994,57,A
8/16/1994,56,A
8/17/1994,52,A
8/18/1994,53,A
8/19/1994,56,A
8/20/1994,83,A
8/21/1994,66,A
8/22/1994,61,A
8/23/1994,60,A
8/24/1994,59,A
8/25/1994,60,A
8/26/1994,62,A
8/27/1994,60,A
8/28/1994,71,A
8/29/1994,74,A
8/30/1994,69,A
8/31/1994,67,A
9/1/1994,65,A
9/2/1994,67,A
9/3/1994,65,A
9/4/1994,67,A
9/5/1994,66,A
9/6/1994,66,A
9/7/1994,67,A
9/8/1994,65,A
9/9/1994,64,A
9/10/1994,75,A
9/11/1994,63,A
9/12/1994,65,A
9/13/1994,65,A
9/14/1994,80,A
9/15/1994,78,A
9/16/1994,72,A
9/17/1994,71,A
9/18/1994,74,A
9/19/1994,70,A
9/20/1994,73,A
9/21/1994,77,A
9/22/1994,70,A
9/23/1994,71,A
9/24/1994,73,A
9/25/1994,72,A
9/26/1994,72,A
9/27/1994,72,A
9/28/1994,72,A
9/29/1994,73,A
9/30/1994,107,A
10/1/1994,159,A
10/2/1994,129,A
10/3/1994,107,A
10/4/1994,121,A
10/5/1994,132,A
10/6/1994,128,A
10/7/1994,117,A
10/8/1994,112,A
10/9/1994,109,A
10/10/1994,106,A
10/11/1994,105,A
10/12/1994,104,A
10/13/1994,103,A
10/14/1994,101,A
10/15/1994,104,A
10/16/1994,107,A
10/17/1994,104,A
10/18/1994,106,A
10/19/1994,107,A
10/20/1994,101,A
10/21/1994,100,A
10/22/1994,96,A
10/23/1994,95,A
10/24/1994,96,A
10/25/1994,95,A
10/26/1994,95,A
10/27/1994,94,A
10/28/1994,94,A
10/29/1994,93,A
10/30/1994,92,A
10/31/1994,90,A
11/1/1994,91,A
11/2/1994,89,A
11/3/1994,96,A
11/4/1994,96,A
11/5/1994,93,A
11/6/1994,93,A
11/7/1994,93,A
11/8/1994,95,A
11/9/1994,96,A
11/10/1994,92,A
11/11/1994,93,A
11/12/1994,94,A
11/13/1994,98,A
11/14/1994,89,A
11/15/1994,82,A
11/16/1994,91,A
11/17/1994,104,A
11/18/1994,97,A
11/19/1994,104,A
11/20/1994,98,A
11/21/1994,100,A
11/22/1994,100,A
11/23/1994,84,A
11/24/1994,91,A
11/25/1994,98,A
11/26/1994,100,A
11/27/1994,94,A
11/28/1994,98,A
11/29/1994,91,A
11/30/1994,86,A
12/1/1994,95,A
12/2/1994,93,A
12/3/1994,92,A
12/4/1994,92,A
12/5/1994,94,A
12/6/1994,112,A
12/7/1994,105,A
12/8/1994,103,A
12/9/1994,74,A
12/10/1994,74,A
12/11/1994,96,A
12/12/1994,93,A
12/13/1994,112,A
12/14/1994,101,A
12/15/1994,92,A
12/16/1994,91,A
12/17/1994,90,A
12/18/1994,85,A
12/19/1994,86,A
12/20/1994,84,A
12/21/1994,82,A
12/22/1994,89,A
12/23/1994,98,A
12/24/1994,96,A
12/25/1994,86,A
12/26/1994,87,A
12/27/1994,83,A
12/28/1994,82,A
12/29/1994,84,A
12/30/1994,86,A
12/31/1994,84,A
1/1/1995,67,A
1/2/1995,70,A
1/3/1995,86,A
1/4/1995,90,A
1/5/1995,95,A
1/6/1995,94,A
1/7/1995,86,A
1/8/1995,83,A
1/9/1995,86,A
1/10/1995,86,A
1/11/1995,94,A
1/12/1995,92,A
1/13/1995,89,A
1/14/1995,89,A
1/15/1995,88,A
1/16/1995,92,A
1/17/1995,88,A
1/18/1995,80,A
1/19/1995,87,A
1/20/1995,94,A
1/21/1995,83,A
1/22/1995,76,A
1/23/1995,66,A
1/24/1995,70,A
1/25/1995,78,A
1/26/1995,85,A
1/27/1995,95,A
1/28/1995,89,A
1/29/1995,83,A
1/30/1995,76,A
1/31/1995,85,A
2/1/1995,85,A
2/2/1995,90,A
2/3/1995,90,A
2/4/1995,86,A
2/5/1995,87,A
2/6/1995,87,A
2/7/1995,88,A
2/8/1995,87,A
2/9/1995,90,A
2/10/1995,89,A
2/11/1995,90,A
2/12/1995,92,A
2/13/1995,108,A
2/14/1995,142,A
2/15/1995,117,A
2/16/1995,89,A
2/17/1995,91,A
2/18/1995,93,A
2/19/1995,91,A
2/20/1995,92,A
2/21/1995,96,A
2/22/1995,99,A
2/23/1995,102,A
2/24/1995,103,A
2/25/1995,105,A
2/26/1995,107,A
2/27/1995,113,A
2/28/1995,119,A
3/1/1995,139,A
3/2/1995,113,A
3/3/1995,149,A
3/4/1995,131,A
3/5/1995,113,A
3/6/1995,208,A
3/7/1995,110,A
3/8/1995,99,A
3/9/1995,98,A
3/10/1995,102,A
3/11/1995,112,A
3/12/1995,145,A
3/13/1995,126,A
3/14/1995,111,A
3/15/1995,128,A
3/16/1995,134,A
3/17/1995,157,A
3/18/1995,185,A
3/19/1995,224,A
3/20/1995,232,A
3/21/1995,206,A
3/22/1995,236,A
3/23/1995,177,A
3/24/1995,181,A
3/25/1995,149,A
3/26/1995,142,A
3/27/1995,122,A
3/28/1995,121,A
3/29/1995,118,A
3/30/1995,106,A
3/31/1995,110,A
4/1/1995,108,A
4/2/1995,110,A
4/3/1995,113,A
4/4/1995,125,A
4/5/1995,161,A
4/6/1995,221,A
4/7/1995,268,A
4/8/1995,304,A
4/9/1995,326,A
4/10/1995,219,A
4/11/1995,179,A
4/12/1995,161,A
4/13/1995,166,A
4/14/1995,238,A
4/15/1995,207,A
4/16/1995,176,A
4/17/1995,196,A
4/18/1995,191,A
4/19/1995,211,A
4/20/1995,194,A
4/21/1995,192,A
4/22/1995,172,A
4/23/1995,167,A
4/24/1995,162,A
4/25/1995,175,A
4/26/1995,194,A
4/27/1995,213,A
4/28/1995,237,A
4/29/1995,273,A
4/30/1995,343,A
5/1/1995,381,A
5/2/1995,425,A
5/3/1995,626,A
5/4/1995,428,A
5/5/1995,423,A
5/6/1995,462,A
5/7/1995,416,A
5/8/1995,466,A
5/9/1995,474,A
5/10/1995,394,A
5/11/1995,421,A
5/12/1995,893,A
5/13/1995,746,A
5/14/1995,522,A
5/15/1995,762,A
5/16/1995,1100,A
5/17/1995,1210,A
5/18/1995,1180,A
5/19/1995,1160,A
5/20/1995,1280,A
5/21/1995,1300,A
5/22/1995,1340,A
5/23/1995,1530,A
5/24/1995,1220,A
5/25/1995,1150,A
5/26/1995,972,A
5/27/1995,1010,A
5/28/1995,861,A
5/29/1995,726,A
5/30/1995,1360,A
5/31/1995,1430,A
6/1/1995,1290,A
6/2/1995,1350,A
6/3/1995,1370,A
6/4/1995,1470,A
6/5/1995,1770,A
6/6/1995,2360,A
6/7/1995,2400,A
6/8/1995,2420,A
6/9/1995,1990,A
6/10/1995,1470,A
6/11/1995,1630,A
6/12/1995,2270,A
6/13/1995,2720,A
6/14/1995,3010,A
6/15/1995,3610,A
6/16/1995,4080,A
6/17/1995,3920,A
6/18/1995,3340,A
6/19/1995,2660,A
6/20/1995,2820,A
6/21/1995,2870,A
6/22/1995,2740,A
6/23/1995,2620,A
6/24/1995,2370,A
6/25/1995,2200,A
6/26/1995,2130,A
6/27/1995,2070,A
6/28/1995,1850,A
6/29/1995,1900,A
6/30/1995,1770,A
7/1/1995,1810,A
7/2/1995,2020,A
7/3/1995,1920,A
7/4/1995,1820,A
7/5/1995,1450,A
7/6/1995,1260,A
7/7/1995,1310,A
7/8/1995,1240,A
7/9/1995,1170,A
7/10/1995,1180,A
7/11/1995,1000,A
7/12/1995,902,A
7/13/1995,864,A
7/14/1995,873,A
7/15/1995,708,A
7/16/1995,573,A
7/17/1995,491,A
7/18/1995,472,A
7/19/1995,501,A
7/20/1995,448,A
7/21/1995,379,A
7/22/1995,354,A
7/23/1995,317,A
7/24/1995,282,A
7/25/1995,243,A
7/26/1995,215,A
7/27/1995,196,A
7/28/1995,185,A
7/29/1995,171,A
7/30/1995,157,A
7/31/1995,151,A
8/1/1995,143,A
8/2/1995,138,A
8/3/1995,131,A
8/4/1995,131,A
8/5/1995,126,A
8/6/1995,124,A
8/7/1995,121,A
8/8/1995,117,A
8/9/1995,112,A
8/10/1995,109,A
8/11/1995,116,A
8/12/1995,121,A
8/13/1995,144,A
8/14/1995,133,A
8/15/1995,129,A
8/16/1995,123,A
8/17/1995,126,A
8/18/1995,117,A
8/19/1995,115,A
8/20/1995,123,A
8/21/1995,125,A
8/22/1995,132,A
8/23/1995,137,A
8/24/1995,142,A
8/25/1995,149,A
8/26/1995,140,A
8/27/1995,131,A
8/28/1995,132,A
8/29/1995,131,A
8/30/1995,124,A
8/31/1995,121,A
9/1/1995,122,A
9/2/1995,122,A
9/3/1995,117,A
9/4/1995,116,A
9/5/1995,114,A
9/6/1995,116,A
9/7/1995,119,A
9/8/1995,130,A
9/9/1995,132,A
9/10/1995,140,A
9/11/1995,141,A
9/12/1995,132,A
9/13/1995,130,A
9/14/1995,128,A
9/15/1995,123,A
9/16/1995,124,A
9/17/1995,125,A
9/18/1995,132,A
9/19/1995,138,A
9/20/1995,139,A
9/21/1995,133,A
9/22/1995,141,A
9/23/1995,147,A
9/24/1995,147,A
9/25/1995,148,A
9/26/1995,154,A
9/27/1995,158,A
9/28/1995,157,A
9/29/1995,275,A
9/30/1995,383,A
10/1/1995,260,A
10/2/1995,229,A
10/3/1995,216,A
10/4/1995,239,A
10/5/1995,229,A
10/6/1995,217,A
10/7/1995,215,A
10/8/1995,210,A
10/9/1995,205,A
10/10/1995,201,A
10/11/1995,194,A
10/12/1995,189,A
10/13/1995,185,A
10/14/1995,180,A
10/15/1995,180,A
10/16/1995,173,A
10/17/1995,171,A
10/18/1995,165,A
10/19/1995,164,A
10/20/1995,163,A
10/21/1995,162,A
10/22/1995,177,A
10/23/1995,174,A
10/24/1995,175,A
10/25/1995,172,A
10/26/1995,172,A
10/27/1995,172,A
10/28/1995,169,A
10/29/1995,167,A
10/30/1995,165,A
10/31/1995,162,A
11/1/1995,177,A
11/2/1995,171,A
11/3/1995,152,A
11/4/1995,154,A
11/5/1995,145,A
11/6/1995,156,A
11/7/1995,154,A
11/8/1995,148,A
11/9/1995,150,A
11/10/1995,159,A
11/11/1995,138,A
11/12/1995,152,A
11/13/1995,156,A
11/14/1995,153,A
11/15/1995,150,A
11/16/1995,145,A
11/17/1995,141,A
11/18/1995,138,A
11/19/1995,134,A
11/20/1995,133,A
11/21/1995,134,A
11/22/1995,139,A
11/23/1995,137,A
11/24/1995,130,A
11/25/1995,129,A
11/26/1995,136,A
11/27/1995,140,A
11/28/1995,117,A
11/29/1995,143,A
11/30/1995,137,A
12/1/1995,136,A
12/2/1995,135,A
12/3/1995,133,A
12/4/1995,135,A
